doi,n_leaves_parsed,n_xyz_total,elements
10.1021/om500656y,2,28,Au C Cl F
10.1021/om500661y,3,80,C H Zr
10.1021/om5006808,2,225,C H N Ni O
10.1021/om500681u,1,21,C H N Pt
10.1021/om500684e,1,38,C H O Si W
10.1021/om500685x,3,12,C H N Ni P
10.1021/om5006885,2,8,Au B C Cl F H N
10.1021/om500712e,2,28,C H N O Pt
10.1021/om500718a,2,217,C Cl H N Ru
10.1021/om500727t,2,12,C Fe H N
10.1021/om500746q,2,136,C H N O
10.1021/om500752m,1,99,C H Ir N O
10.1021/om5007566,3,79,Al Ar B Be C Ca Cl F H He K Li Mg N Na Ne O P S Sc Si Sn
10.1021/om500765u,2,6,C H N
10.1021/om5007903,3,419,C Cu F O S
10.1021/om500797h,1,66,C O
10.1021/om500807a,2,4,C H Ir N O P Re
10.1021/om500816t,1,6,C Co H P
10.1021/om500832d,2,60,H
10.1021/om500833n,2,30,B C H N O P S W
10.1021/om500836m,2,32,C H N Pt
10.1021/om500840q,3,87,C H O Si
10.1021/om500842v,3,108,Ge H O S
10.1021/om5008456,1,80,C Cl H N O Rh
10.1021/om500847j,1,1,B C Fe H O P
10.1021/om500873a,3,27,C H N Si Sn
10.1021/om5008743,3,282,C F H Ni O P
10.1021/om500876k,2,12,C H N
10.1021/om5008874,3,87,C H Ti
10.1021/om500904k,2,8,C H N O Ru
10.1021/om500905t,1,4,C H N Os
10.1021/om500914h,3,75,C Fe H N O
10.1021/om500921d,2,100,C H O
10.1021/om500922n,3,138,C H S
10.1021/om500926v,2,26,C H
10.1021/om5009346,1,29,C S
10.1021/om5009499,1,155,Au
10.1021/om500962a,3,333,C O
10.1021/om500970k,3,426,C H
10.1021/om500997j,1,1,C H N P Sc
10.1021/om501015z,2,70,C H O P Rh
10.1021/om501023r,2,16,C Cl H Hg N Pt
10.1021/om501027s,2,108,C H I
10.1021/om501036c,2,51,B C Cl H P
10.1021/om5010429,1,16,C H P
10.1021/om501056b,1,38,C H Zr
10.1021/om5010622,2,2,C H N O P Pd S
10.1021/om501068q,2,8,Br C H Mo N O S
10.1021/om501071n,3,114,C H N O Ru
10.1021/om501074m,2,22,C H N Sn
10.1021/om5010989,3,39,C H O
10.1021/om501117p,2,62,C Cu H
10.1021/om501118e,3,296,C H O
10.1021/om501122p,2,26,C Fe H N O
10.1021/om501130c,2,198,C H O Rh
10.1021/om501138t,2,6,C H Ir N
10.1021/om5011462,2,182,C H Si
10.1021/om5011512,1,259,B C H O
10.1021/om501161y,1,5,C Fe H P
10.1021/om5011758,1,45,C F H O Pd
10.1021/om501186c,2,6,C H N P Ru
10.1021/om5011885,1,3,Ru
10.1021/om5011947,1,18,Be
10.1021/om501197g,2,152,C H Ir N
10.1021/om501199t,2,50,C H P
10.1021/om5012038,2,54,C Cl H N Pd
10.1021/om501206p,1,16,Al C H P Te
10.1021/om5012177,1,6,C Cl H O P Ru
10.1021/om501239n,2,144,C F H N Pd
10.1021/om5012402,1,64,C Cu H N O
10.1021/om501246q,1,45,C Cl H P Ru
10.1021/om501260w,1,5,Cl H
10.1021/om501291g,1,1,Ca Cd Ce Cf He
10.1021/om501292k,2,20,C H N O Rh
10.1021/om5013083,2,56,C H Ir N O
10.1021/om5013117,2,184,C H N O
10.1021/om501316t,1,52,C H N Ta
10.1021/om5013192,1,36,C H W
10.1021/om700274u,1,23,C Cr H O
10.1021/om700276p,1,77,C H Ir O P
10.1021/om700295g,1,12,C Cl H P Ru Si
10.1021/om700321a,1,4,C Cl H O P Ru
10.1021/om700327b,1,18,C H Mn P
10.1021/om700336d,1,33,C H Ir O P
10.1021/om700346v,2,4,C H P
10.1021/om7003892,1,23,C H Ti
10.1021/om7004222,1,45,C H Rh
10.1021/om700476f,1,20,C H O P Ru
10.1021/om7004832,1,43,C H O Ru
10.1021/om700509d,1,20,C H Os P
10.1021/om700515n,1,7,C H O
10.1021/om700519v,1,11,Br C H N P Pt
10.1021/om700573h,1,25,Br C Cu H N
10.1021/om700585v,1,13,C Fe H N
10.1021/om700592w,1,82,C H Ni
10.1021/om700613v,1,72,C H N Si Ti
10.1021/om700628e,1,27,C H O U
10.1021/om700629x,1,27,C Cl H Os P
10.1021/om7006634,2,10,C H P S
10.1021/om700671y,1,1,C Cl F H N O Pt S
10.1021/om700673m,1,10,C Fe H
10.1021/om700679j,1,18,C H S
10.1021/om7006979,1,43,C H I Ir
10.1021/om7007138,1,1,C Cl H O P Pt
10.1021/om7007452,1,19,C H Mo
10.1021/om700763v,1,3,Ag Al Ar As Au B Ba Be Bi Br C Ca Cd Ce Cl Co Cr Cs Cu Dy Er Eu F Fe Ga Gd Ge H He Hf Hg Ho I In Ir K Kr La Li Lu Mg Mn Mo N Na Nb Nd Ne Ni O Os P Pb Pd Pm Po Pr Pt Rb Re Rh Ru S Sb Sc Se Si Sm Sn Sr Ta Tb Tc Te Ti Tl Tm V W Xe Y Yb Zn Zr
10.1021/om700776s,1,6,C H N S
10.1021/om700783e,1,25,C H N P Ru
10.1021/om7008233,1,9,C H N Nb P Si
10.1021/om700833b,1,81,C H N Ni Si
10.1021/om700842d,1,116,C H O P Rh
10.1021/om700849w,1,21,C H N P Ru
10.1021/om7008606,1,41,C H P
10.1021/om700898d,1,51,H O
10.1021/om700899n,1,17,C H S
10.1021/om700927n,1,40,C H Th
10.1021/om700940m,1,48,H
10.1021/om7009446,1,48,H P Pd
10.1021/om7009655,1,3,C H N O
10.1021/om700974g,1,24,C H N P Zr
10.1021/om700975k,2,123,C H O Ru
10.1021/om700977f,1,60,C H N O P Ru
10.1021/om700999w,1,23,B C Cu H N O
10.1021/om701003t,1,26,C Cl H Nb Si
10.1021/om7010134,1,34,N O
10.1021/om7010408,1,16,C Cu H N O
10.1021/om7010485,1,7,C H N Zr
10.1021/om701065f,1,59,C H P Pd
10.1021/om701070f,1,5,C H O P Pt S
10.1021/om701079m,1,5,H
10.1021/om701135c,1,87,C Co H N O
10.1021/om701151g,1,53,C H N O P Ru
10.1021/om701174v,1,15,C H N O P Pd
10.1021/om7011979,1,43,C Cr H O Se
10.1021/om701218x,1,64,C H Ni P
10.1021/om7012309,1,93,C H Ru
10.1021/om701270w,1,44,C H Sc Si
10.1021/om800030a,1,27,C H I O P Pd S
10.1021/om8000394,1,10,C H Ti
10.1021/om800051n,2,16,C H P Pd
10.1021/om800082c,1,2,Mg
10.1021/om8000845,1,40,N O
10.1021/om800094k,1,53,C Cu H O
10.1021/om800101s,1,11,Al C Cl H P
10.1021/om8001137,1,38,C H P Rh
10.1021/om800114a,1,82,C H N O
10.1021/om800119f,1,2,C Cl H O P Ru
10.1021/om800134d,1,37,C H O
10.1021/om800144v,1,2,Al C H N Ti
10.1021/om800295z,1,2,Br C H Ru
10.1021/om800305h,1,8,C H N O P Pd
10.1021/om800374n,1,62,O
10.1021/om800379z,1,23,H
10.1021/om800381q,1,16,C Cr H O Si
10.1021/om800393j,1,35,C Cl H Zr
10.1021/om800401d,1,4,C H Mo O P
10.1021/om800424s,1,19,C H N
10.1021/om800439g,1,3,C Cl H O Os P
10.1021/om800459y,1,12,C Cl H N P Ru
10.1021/om800481r,1,9,C Fe H O
10.1021/om800486p,1,10,B C F H Si Zr
10.1021/om800488x,1,4,C N Ni
10.1021/om8004993,1,437,C F
10.1021/om800505j,1,63,C Cr H O
10.1021/om800508s,1,23,C Cl N Ru
10.1021/om800558w,1,26,B C H N Zr
10.1021/om800578c,1,2,C Ni O
10.1021/om8006085,1,26,C H N O Ru
10.1021/om8006294,1,59,C H O
10.1021/om800645v,1,87,H P Pt
10.1021/om800690t,1,4,C H N P Pd S
10.1021/om800706g,1,7,C H N Os P
10.1021/om8007376,1,1,C Cu H N O P Si
10.1021/om800751u,1,30,C H O
10.1021/om800756c,1,10,C H I Ir N
10.1021/om800760x,1,38,C H P Pt
10.1021/om800772g,1,9,C H N Ni O
10.1021/om8007794,1,80,C Cr H O S
10.1021/om800800g,1,4,C H N O P V
10.1021/om800827r,1,5,C H N P Rh
10.1021/om8008525,1,92,C H Ni
10.1021/om800863t,1,3,C O
10.1021/om800879v,1,27,C Ge H
10.1021/om800906m,1,1,H
10.1021/om800933x,1,37,C H Ir O
10.1021/om800943a,1,32,C H Th
10.1021/om800954b,1,8,C Fe H Ru
10.1021/om800985u,1,1,C H Ir O
10.1021/om801000v,1,84,B C F H Zr
10.1021/om801074s,1,64,H P Pd
10.1021/om8010933,1,4,B C H N O Si
10.1021/om801111c,1,7,C H N O Ru
10.1021/om801115a,1,77,Au C F H O P S
10.1021/om801119t,2,60,C H O W
10.1021/om801164p,1,7,C H Ir P S
10.1021/om801166x,1,80,C H O P Rh
10.1021/om801178g,1,2,C H N Si
10.1021/om801186f,1,2,C H N Ni O
10.1021/om801207k,1,4,Br C H P Pd
10.1021/om8012212,1,25,C H N Ru
10.1021/om801222h,1,15,C H Ru
10.1021/om9000082,1,10,C H Ir N
10.1021/om900025m,1,44,C Co H
10.1021/om900036j,1,33,Db Nd P Re Rh Th Zn
10.1021/om900045p,1,174,C H
10.1021/om9000499,1,6,Br C H O Pt
10.1021/om900059g,1,6,C H N Os P
10.1021/om900106n,1,33,H
10.1021/om900107y,1,2,C H P S
10.1021/om900111n,1,10,C H O
10.1021/om900117w,1,13,C H N
10.1021/om900133s,1,7,C H O Rh
10.1021/om900142c,1,3,C H N Si Zr
10.1021/om900168y,1,6,C H N O Ru S
10.1021/om900171d,1,10,C H N Pd
10.1021/om900176v,1,28,C F H
10.1021/om900180m,1,5,C Cl H P Ru
10.1021/om9001846,1,53,Be
10.1021/om900202q,1,12,C H N Ni
10.1021/om900206w,1,86,C H Ni O P
10.1021/om900235a,2,114,C Cu H O
10.1021/om9002494,1,12,I
10.1021/om9002522,1,32,C H Mo O
10.1021/om900275j,1,13,C Cl H N O Ru
10.1021/om900296a,1,19,C H N Si Zr
10.1021/om900299k,1,19,C Ge H Mo O
10.1021/om900329f,1,24,C H N O Pd S
10.1021/om900335b,1,22,C H N Os P
10.1021/om900339d,1,60,C H N Si
10.1021/om9003412,1,16,C H N O P Re
10.1021/om900388k,1,58,C H N Pt
10.1021/om900417t,1,32,C H O Re
10.1021/om900429n,1,2,C
10.1021/om900434n,1,42,C H N P Ru
10.1021/om900496y,1,43,C H Mn N P
10.1021/om9005214,1,6,Au C H P
10.1021/om900534w,1,12,C Fe H N
10.1021/om900571k,1,2,C H N P Pd Si
10.1021/om9005774,1,2,Au C H N
10.1021/om9005802,1,2,C Fe Ge H N O
10.1021/om900594z,1,64,C H O P Si
10.1021/om900602b,1,18,C Cu H O P Pd S
10.1021/om900609q,1,30,C H La N Si
10.1021/om900634s,1,10,C H N
10.1021/om900654g,1,156,C O
10.1021/om900656t,1,10,C Cl H O Zr
10.1021/om9006664,1,21,C H Ni P
10.1021/om900674y,1,44,C H O Pd
10.1021/om9006888,1,52,Ag B Br C H N O
10.1021/om900705v,1,109,C H Hf N
10.1021/om9007983,1,2,C N Ni
10.1021/om9008636,1,9,B C F
10.1021/om900869p,1,11,C Cr H N
10.1021/om9008789,1,34,C Cl H O Si
10.1021/om900881x,1,28,B C F H N O Re S
10.1021/om900895t,1,48,C Cl H N Pd
10.1021/om900917k,1,99,C Cr H
10.1021/om900945z,1,9,C Fe H N O
10.1021/om900980a,1,8,Br C H Mo N O
10.1021/om900991b,1,7,C Cl H N Ru
10.1021/om901030q,1,4,C H N Os P
10.1021/om901032v,1,1,Br C Cl H N Pt
10.1021/om901039u,1,99,C Cl H N Pd
10.1021/om901047e,1,33,C Cu H N O
10.1021/om901050s,1,51,C H Mg N O
10.1021/om901051p,1,2,Al C H P
10.1021/om9010577,1,8,C H Si
10.1021/om9010802,1,54,C H N
10.1021/om901089z,2,152,C H Sc
10.1021/om9011196,1,25,C H N
10.1021/om960038d,1,5,H
10.1021/om961033j,1,2,H
10.1021/om9705721,1,1,H
10.1021/om970585e,1,21,C H
10.1021/om9707578,2,53,C H N Sc
10.1021/om971003w,1,1,Dy Er Hf Ho Lu Ta Tb Tm Yb
10.1021/om9803164,1,420,C H N Ti
10.1021/om980393z,1,6,Al Ar B Be C Ca Cl Co Cr Cu F Fe Ga H He K Li Mg Mn N Na Ne Ni O P S Sc Si Ti V Zn
10.1021/om980424q,1,5,H
10.1021/om980459q,1,19,C H P
10.1021/sc400384w,1,46,C H O
10.1021/sc500170d,1,6,C H N O
10.1021/sc500607y,1,4,C O
10.1038/nature07356,1,7,C H P
10.1038/nature10563,1,4,C H O
10.1038/nature12492,1,24,C H
10.1038/nature13735,1,32,Cu
10.1038/nature13901,1,15,Br C H O
10.1038/nature14615,1,108,C H O
10.1038/nature16440,1,4,C N
10.1038/nature19849,1,125,C H O
10.1038/nature24632,1,28,C H O Pd
10.1038/nature25749,1,22,Cl Pd
10.1038/nchem.1095,1,1,B
10.1038/nchem.1132,1,11,C Fe H N
10.1038/nchem.1270,1,1,C H N O Si U
10.1038/nchem.1284,1,3,C Cu H N O
10.1038/nchem.1327,1,7,Au C H P
10.1038/nchem.1368,2,10,Ir
10.1038/nchem.1381,1,23,C H O
10.1038/nchem.1404,1,33,C H O
10.1038/nchem.1439,1,1,Fm
10.1038/nchem.1450,1,2,B Ne P
10.1038/nchem.1503,1,4,H O
10.1038/nchem.1504,1,6,Br C Cl F H N
10.1038/nchem.1536,1,18,C H N O P Ru
10.1038/nchem.1575,1,17,H
10.1038/nchem.1618,1,21,C N O
10.1038/nchem.162,1,3,H
10.1038/nchem.1690,1,58,C Cl H Os P
10.1038/nchem.1693,1,72,C H
10.1038/nchem.1708,1,19,C H N O Si
10.1038/nchem.1754,1,8,F
10.1038/nchem.1797,1,20,C H
10.1038/nchem.1870,1,21,B C Ga H N
10.1038/nchem.1896,1,18,B Cf O
10.1038/nchem.2026,1,1,Be H He Li
10.1038/nchem.2045,1,21,I
10.1038/nchem.2063,1,7,B C F H Si
10.1038/nchem.2109,1,21,C H N P S Se
10.1038/nchem.2112,1,58,C H O
10.1038/nchem.2150,1,33,C O
10.1038/nchem.2156,1,6,B C F
10.1038/nchem.2173,1,20,C H O
10.1038/nchem.2234,1,4,C H N O Si
10.1038/nchem.2278,1,11,Br
10.1038/nchem.2281,1,23,C H O
10.1038/nchem.2285,1,22,C Fe H N O S
10.1038/nchem.2306,1,5,C N
10.1038/nchem.2362,1,17,C F H
10.1038/nchem.2363,1,4,H
10.1038/nchem.2382,1,34,B C
10.1038/nchem.2464,1,14,C H N O
10.1038/nchem.2489,1,12,C Cu H N O S
10.1038/nchem.2502,1,45,N O
10.1038/nchem.2518,1,12,C H
10.1038/nchem.2529,1,22,C H
10.1038/nchem.2543,1,20,Br C F H O S
10.1038/nchem.2563,1,25,C
10.1038/nchem.2571,1,35,B C F H N O
10.1038/nchem.2574,1,21,C F H N O S
10.1038/nchem.2585,1,79,C H N
10.1038/nchem.2589,1,6,C H N O
10.1038/nchem.2592,1,21,Tb
10.1038/nchem.2597,1,5,B C Ge N
10.1038/nchem.2631,1,92,C H I O
10.1038/nchem.2638,1,18,P S
10.1038/nchem.2668,1,2,C H N O
10.1038/nchem.2672,1,17,C H N O
10.1038/nchem.2696,1,1,C H N
10.1038/nchem.2698,1,44,C H N O
10.1038/nchem.2708,1,13,B C H N O
10.1038/nchem.2723,1,2,C Cl H N O
10.1038/nchem.2732,1,3,C H N O S
10.1038/nchem.2735,1,10,C H N O
10.1038/nchem.2751,1,9,I
10.1038/nchem.2752,1,38,C H O
10.1038/nchem.2760,1,23,Br C H
10.1038/nchem.2777,1,3,Br C H N O Pu
10.1038/nchem.2792,1,15,C Ga H N P Rh
10.1038/nchem.2795,1,32,C H N P Ti
10.1038/nchem.2800,1,4,C Cl H
10.1038/nchem.2816,1,111,B C Cu H N O
10.1038/nchem.2821,1,1,C Cl H N O
10.1038/nchem.2836,1,5,Au C H N
10.1038/nchem.287,1,71,B Be C H He Li N O
10.1038/nchem.2900,1,9,C F H Ir N O
10.1038/nchem.2907,1,14,C H O
10.1038/nchem.2909,1,2,P
10.1038/nchem.505,1,42,C Cl H O Zn
10.1038/nchem.513,1,18,C
10.1038/nchem.577,1,122,C Cl H O
10.1038/nchem.614,1,28,C H
10.1038/nchem.626,1,1,Mo Re Ru
10.1038/nchem.694,1,5,C H
10.1038/nchem.762,1,11,Al C H N
10.1038/nchem.904,1,16,C H
10.1038/nchembio.1527,1,14,C H O
10.1038/nchembio.2206,1,23,C H N O
10.1038/ncomms10037,1,4,Al C H N Te
10.1038/ncomms10141,1,2,Ni
10.1038/ncomms10401,1,1502,Au C S
10.1038/ncomms10901,1,6,C H O
10.1038/ncomms10914,1,40,C H N
10.1038/ncomms11188,1,24,C H N O S
10.1038/ncomms11297,1,1,C H N O
10.1038/ncomms11489,1,8,Au C H N P
10.1038/ncomms12181,1,17,H
10.1038/ncomms13213,1,24,C H O
10.1038/ncomms13773,1,6,B Be C H He Li N
10.1038/ncomms13832,1,15,C O
10.1038/ncomms14099,1,3,C Fe H N O
10.1038/ncomms14410,1,2,O Pb S Sb Sn
10.1038/ncomms14457,1,2,H He Li
10.1038/ncomms14794,1,5,Br Cu
10.1038/ncomms14875,1,12,C H N Ni O
10.1038/ncomms14990,1,45,H
10.1038/ncomms1505,1,2,C H
10.1038/ncomms15171,1,3,C H Si
10.1038/ncomms15224,1,1,Re
10.1038/ncomms15912,1,13,C H N O
10.1038/ncomms2185,1,5,H
10.1038/ncomms3670,1,124,C H O
10.1038/ncomms3694,1,6,C H
10.1038/ncomms3826,1,2,B C Fe H N
10.1038/ncomms4046,1,18,C Fe H N O
10.1038/ncomms4582,1,2,He
10.1038/ncomms4737,1,68,C H Mo N P
10.1038/ncomms5261,1,5,Zn
10.1038/ncomms5373,1,22,Ag C F H N
10.1038/ncomms5582,1,1,C N Tb
10.1038/ncomms6051,1,3,C H N O
10.1038/ncomms6291,1,1,Tc
10.1038/ncomms6378,1,25,C H O
10.1038/ncomms6707,1,12,C H O Si
10.1038/ncomms6801,1,13,C Cl H N O
10.1038/ncomms7251,1,15,C Cl H O Pd
10.1038/ncomms7703,1,1,Au B C F H P
10.1038/ncomms8123,1,3,C O
10.1038/ncomms8508,1,72,C H P
10.1038/ncomms8938,1,1,C
10.1038/ncomms9215,1,5,B
10.1038/ncomms9580,1,8,H
10.1038/ncomms9617,1,14,Au C H O P
10.1038/ncomms9731,1,7,B Be C He Li
10.1038/nenergy.2015.17,1,14,Mg
10.1038/nmat2156,1,2,C
10.1038/nmat3502,1,17,C
10.1038/nnano.2009.55,1,6,B Be C F H He Li N O
10.1038/nnano.2014.72,1,120,C H
10.1038/npre.2008.1842.1,1,2,Fm
10.1038/pj.2014.82,1,3,B Be C H He Li
10.1038/s41428-022-00703-2,1,8,C H O
10.1038/s41428-024-00958-x,1,12,C H
10.1038/s41467-017-00251-x,1,3,C F H N O P S
10.1038/s41467-017-00431-9,1,1,Be He Li
10.1038/s41467-017-00506-7,1,1,H
10.1038/s41467-017-00915-8,1,3,C H N O P
10.1038/s41467-017-01363-0,1,13,C H N Si U
10.1038/s41467-017-02472-6,1,21,Cr Cu Fe Ni Ru Zn
10.1038/s41467-017-02581-2,1,1,Bi C Cl Ga H I N Sb
10.1038/s41467-017-02698-4,1,36,C H N O
10.1038/s41467-017-02801-9,1,2,C H N O Si
10.1038/s41467-018-02871-3,1,3,H
10.1038/s41467-018-02955-0,1,50,C F H N O S
10.1038/s41467-018-03239-3,1,12,C O
10.1038/s41467-018-03322-9,1,2,Na
10.1038/s41467-018-03442-2,1,8,C Fe H N O S
10.1038/s41467-018-03841-5,1,12,C H N O S
10.1038/s41467-018-03896-4,1,1,Fe Ni
10.1038/s41467-018-03912-7,2,19,C H O S Si
10.1038/s41467-018-04222-8,2,4,C F H N S
10.1038/s41467-018-04230-8,1,14,C H N
10.1038/s41467-018-04618-6,2,30,H O V
10.1038/s41467-018-04645-3,1,8,B C F H N O S
10.1038/s41467-018-04693-9,1,59,C H
10.1038/s41467-018-04878-2,1,28,C H O
10.1038/s41467-018-05144-1,1,11,O Ti
10.1038/s41467-018-05193-6,1,34,C H O S
10.1038/s41467-018-05271-9,2,110,B C H N
10.1038/s41467-018-05351-w,1,6,O Si
10.1038/s41467-018-05534-5,1,1,B Ca Ne P Zn
10.1038/s41467-018-06018-2,1,7,C H N O Pd Si
10.1038/s41467-018-06242-w,1,17,C O
10.1038/s41467-018-06245-7,2,13,H Li
10.1038/s41467-018-06719-8,1,6,C H N
10.1038/s41467-018-06763-4,1,37,C H N O
10.1038/s41467-018-06901-y,1,17,C F H O
10.1038/s41467-018-06911-w,1,1,B Be C F H He Li N Ne O
10.1038/s41467-018-07263-1,1,25,C
10.1038/s41467-018-07462-w,1,15,C H N P Pd
10.1038/s41467-018-08019-7,2,12,Co
10.1038/s41467-018-08249-9,1,14,C H N O
10.1038/s41467-019-08402-y,2,7,B H
10.1038/s41467-019-08967-8,1,51,C H N
10.1038/s41467-019-09120-1,1,2,B Be C F H He Li N O
10.1038/s41467-019-09316-5,1,3,C H N O
10.1038/s41467-019-09766-x,1,51,C H P
10.1038/s41467-019-09825-3,1,41,C H O
10.1038/s41467-019-09857-9,1,12,H He
10.1038/s41467-019-09956-7,1,11,Al C H O Si
10.1038/s41467-019-10420-9,1,4,Cl F
10.1038/s41467-019-10441-4,1,38,C H N S
10.1038/s41467-019-10504-6,1,3,C H N
10.1038/s41467-019-10641-y,1,126,C H O Si
10.1038/s41467-019-11099-8,1,1,B Be C F H He Li N O
10.1038/s41467-019-11245-2,1,21,C H N O S
10.1038/s41467-019-11315-5,1,2,B Be C H He Li N O
10.1038/s41467-019-11323-5,1,24,Ca N
10.1038/s41467-019-11395-3,1,57,C H N O Ru
10.1038/s41467-019-11599-7,1,1,Se
10.1038/s41467-019-11838-x,1,43,Cl Fe
10.1038/s41467-019-12216-3,1,18,C H N O S
10.1038/s41467-019-12722-4,1,56,C F H N O
10.1038/s41467-019-12770-w,1,1,C F H N O P Rh
10.1038/s41467-019-12885-0,1,1,H
10.1038/s41467-019-12886-z,1,1,Li
10.1038/s41467-019-12889-w,1,2,C Cu F H N O
10.1038/s41467-019-12949-1,1,37,C H Ni O P
10.1038/s41467-019-13183-5,4,35,C H N O
10.1038/s41467-019-13351-7,1,4,H
10.1038/s41467-019-13359-z,3,48,Be C F H He O P S
10.1038/s41467-019-13436-3,1,1,P
10.1038/s41467-019-13611-6,1,1,C H O
10.1038/s41467-019-13691-4,2,2,Rh
10.1038/s41467-019-13739-5,1,1,Na
10.1038/s41467-019-14016-1,1,59,C H N Ni O
10.1038/s41467-019-14216-9,1,2,Li
10.1038/s41467-019-14221-y,1,22,H
10.1038/s41467-019-14254-3,1,19,C H
10.1038/s41467-019-14274-z,1,20,O Pt W
10.1038/s41467-020-14402-0,1,3,B
10.1038/s41467-020-14435-5,1,34,C H O
10.1038/s41467-020-14522-7,1,8,C Cl Fe H N
10.1038/s41467-020-14592-7,1,21,B C H O
10.1038/s41467-020-14799-8,1,15,C F H N O
10.1038/s41467-020-15118-x,1,34,C H N
10.1038/s41467-020-15134-x,1,10,C H N O
10.1038/s41467-020-15142-x,1,1,Te
10.1038/s41467-020-15599-w,1,354,C Fe H N O
10.1038/s41467-020-16062-6,1,1,Ag Au C H
10.1038/s41467-020-16201-z,1,19,C H O
10.1038/s41467-020-16227-3,1,1,C
10.1038/s41467-020-16237-1,1,2,B Be H He Li N
10.1038/s41467-020-16336-z,1,2,H He Li
10.1038/s41467-020-16477-1,1,43,B C F H N O S
10.1038/s41467-020-16674-y,2,5,He
10.1038/s41467-020-16716-5,1,32,C H N O
10.1038/s41467-020-16960-9,1,58,H
10.1038/s41467-020-16977-0,1,1,N
10.1038/s41467-020-17622-6,1,1,Fm
10.1038/s41467-020-17684-6,1,3,C H
10.1038/s41467-020-18080-w,1,25,H
10.1038/s41467-020-18274-2,1,16,Br C H O
10.1038/s41467-020-18350-7,1,4,C
10.1038/s41467-020-18498-2,1,15,C Cl H O Os P
10.1038/s41467-020-18557-8,1,30,Br C F H N
10.1038/s41467-020-18583-6,1,2,Al N
10.1038/s41467-020-18844-4,1,8,C H N
10.1038/s41467-020-19172-3,1,6,C H O
10.1038/s41467-020-19267-x,1,10712,H
10.1038/s41467-020-19599-8,1,7,C Fe N
10.1038/s41467-020-20131-1,1,6,Fe H O
10.1038/s41467-020-20168-2,1,15,C H Mn N O P
10.1038/s41467-020-20390-y,1,10,C H N O
10.1038/s41467-020-20645-8,1,12,C H O
10.1038/s41467-020-20725-9,1,1,Cl F H
10.1038/s41467-020-20872-z,1,3,C Co H N O
10.1038/s41467-021-21527-3,1,10,C H N O
10.1038/s41467-021-21797-x,1,6,C H O
10.1038/s41467-021-22382-y,1,5,C H O Si
10.1038/s41467-021-22498-1,1,18,C H N O P Pd
10.1038/s41467-021-22523-3,1,1,K Mn Na
10.1038/s41467-021-22715-x,1,2,Au C H P
10.1038/s41467-021-22996-2,2,2,Ni
10.1038/s41467-021-23101-3,1,14,C H N P
10.1038/s41467-021-23170-4,1,11,Ag Al Ar As B Be Br C Ca Cd Cl Co Cr Cu F Fe Ga Ge H He In K Kr Li Mg Mn Mo N Na Nb Ne Ni O P Pd Rb Rh Ru S Sc Se Si Sn Sr Tc Ti V Y Zn Zr
10.1038/s41467-021-23255-0,1,2,C H N
10.1038/s41467-021-23326-2,1,12,O S
10.1038/s41467-021-23335-1,1,2,C H Li O
10.1038/s41467-021-23401-8,1,1,C H
10.1038/s41467-021-23426-z,1,2,He
10.1038/s41467-021-23521-1,1,2,C H P S
10.1038/s41467-021-23590-2,1,15,C Cu F H N
10.1038/s41467-021-23970-8,1,4,C H Ru
10.1038/s41467-021-23988-y,1,144,C Cu H N
10.1038/s41467-021-24012-z,1,15,C H N O
10.1038/s41467-021-24027-6,1,10,Li
10.1038/s41467-021-24125-5,1,10,C H O
10.1038/s41467-021-24144-2,1,22,I
10.1038/s41467-021-24174-w,1,10,C H N O
10.1038/s41467-021-24274-7,1,19,C H N
10.1038/s41467-021-24278-3,1,13,C H
10.1038/s41467-021-24475-0,1,10,C H N O S
10.1038/s41467-021-24539-1,1,2,Al
10.1038/s41467-021-24893-0,1,4,Al Ni
10.1038/s41467-021-25061-0,1,7,C H N O P Rh
10.1038/s41467-021-25165-7,1,22,C H O P
10.1038/s41467-021-25263-6,1,1,Ca Nd Ne Zn
10.1038/s41467-021-25593-5,1,27,C Cl H Na O S
10.1038/s41467-021-25628-x,1,19,C H N
10.1038/s41467-021-25657-6,1,3,H
10.1038/s41467-021-25696-z,1,2,Db Nd P Re Rh Th Zn
10.1038/s41467-021-25836-5,1,32,C H O
10.1038/s41467-021-25863-2,1,23,C H
10.1038/s41467-021-25878-9,1,2,C H N O
10.1038/s41467-021-25911-x,1,1,He
10.1038/s41467-021-26368-8,1,5,C H N O
10.1038/s41467-021-26631-y,2,4,C H N O
10.1038/s41467-021-26724-8,1,3,C Cu H O
10.1038/s41467-021-26747-1,1,3,C N
10.1038/s41467-021-26767-x,1,72,C
10.1038/s41467-021-27065-2,1,21,H He Li
10.1038/s41467-021-27457-4,1,58,C H N O S
10.1038/s41467-021-27507-x,1,26,C H
10.1038/s41467-021-27550-8,1,9,Br C H O
10.1038/s41467-021-27687-6,1,39,C H I N O S
10.1038/s41467-021-27841-0,1,12,C H Li O
10.1038/s41467-022-27986-6,1,87,C H O
10.1038/s41467-022-28001-8,1,23,C H N O
10.1038/s41467-022-28002-7,1,8,I
10.1038/s41467-022-28071-8,1,44,B C H N O
10.1038/s41467-022-28088-z,1,1,C H N O
10.1038/s41467-022-28095-0,1,10,C O
10.1038/s41467-022-28098-x,1,26,C H N
10.1038/s41467-022-28102-4,1,8,C H La N O
10.1038/s41467-022-28211-0,1,22,C H N O P
